报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
商誉(万元),3626,3626,3626,3626,3626,3626,3626,3626,3626,3626,0,--,--,0,
长期待摊费用(万元),1175,349,504,253,572,381,930,17,27,42,57,16,--,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
递延所得税资产(万元),4291,3901,2207,2705,2386,2750,2288,2047,1485,936,1359,693,2394,3442,
其他非流动资产(万元),5600,8570,5956,16751,4326,868,--,--,--,0,0,--,--,0,
非流动资产合计(万元),604070,557064,511702,445810,410847,410080,416183,357530,232360,196298,166065,149651,110520,85761,
资产总计(万元),990664,898020,802733,677774,619676,628221,633887,544611,402885,293369,234073,203432,160204,132588,
短期借款(万元),78724,153031,158592,138914,110835,145580,149487,127080,53919,60155,47300,35741,31508,11701,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
应付票据(万元),28694,15104,7685,1434,11212,7912,8462,4653,6780,3238,34669,13083,7356,13615,
应付账款(万元),91782,97484,90712,56568,48394,42416,62274,45476,23462,21881,14050,15098,13304,10580,
预收账款(万元),12144,14025,9008,10511,6611,6282,4819,2603,3143,3111,2956,2926,1885,1784,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
应付职工薪酬(万元),17682,14154,14275,13955,10358,7320,5484,3899,3664,3476,4120,2502,2180,2216,
应交税费(万元),7714,3945,4195,4553,2776,3436,-9174,-7201,-3209,-555,1405,486,745,728,
应付利息(万元),--,1229,983,933,2269,3326,3292,876,35,202,345,73,--,0,
应付股利(万元),270,--,--,--,--,--,--,--,149,149,3195,149,149,149,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
其他应付款(万元),4063,3491,2614,1700,2053,2177,2088,1900,1317,1332,3036,1840,890,2545,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
一年内到期的非流动负债(万元),6645,59700,200,10000,89500,50000,8200,17500,31764,0,1707,413,--,1994,
其他流动负债(万元),51102,--,--,60000,--,--,--,--,--,0,0,--,--,0,
流动负债合计(万元),298821,362164,288263,298568,284008,268449,234932,196786,121025,92988,112784,72310,58018,45311,
长期借款(万元),142862,64008,90203,15000,--,--,--,8700,18000,42854,0,31126,12268,6467,
应付债券(万元),--,--,--,--,--,50000,100000,50000,--,0,0,--,--,0,
长期应付款(万元),3940,5160,5380,5200,120,140,160,180,200,220,220,220,220,220,
专项应付款(万元),--,--,--,--,483,--,--,--,--,0,0,--,--,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
长期递延收益(万元),12191,9885,8564,8706,7850,6216,--,--,--,0,0,--,--,--,
递延所得税负债(万元),2813,1169,972,523,484,268,--,--,--,0,0,10,174,64,
其他非流动负债(万元),299,311,--,--,--,--,5659,4042,1867,2576,1382,917,782,13,
非流动负债合计(万元),162104,80534,105119,29429,8937,56625,105819,62922,20067,45650,1602,32273,13443,6764,
负债合计(万元),460925,442697,393382,327997,292945,325073,340751,259708,141092,138639,114385,104582,71461,52075,
实收资本(或股本)(万元),82408,82408,82408,82408,32963,32963,32963,32963,32963,30605,27140,27140,27140,13570,
资本公积(万元),65197,65197,65197,65197,114530,114527,114527,114680,114680,37867,25379,25379,25379,38949,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,
盈余公积(万元),40715,34539,28945,21728,16333,12299,11524,8700,8700,8334,8183,6385,5448,4804,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
未分配利润(万元),343325,289572,238342,185563,147338,128307,119307,112432,93057,68172,43352,27659,21675,16644,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,-4731,-1247,-916,-289,0,--,--,0,
归属于母公司股东权益合计(万元),502984,429295,384282,325337,303899,282236,273590,267528,248485,144689,104054,86563,79642,73967,
少数股东权益(万元),26754,26028,25069,24441,22832,20912,19546,17375,13308,10042,15634,12287,9101,6546,
所有者权益(或股东权益)合计(万元),529738,455323,409350,349778,326731,303147,293136,284903,261793,154731,119688,98850,88743,80513,
负债和所有者权益(或股东权益)总计(万元),990664,898020,802733,677774,619676,628221,633887,544611,402885,293369,234073,203432,160204,132588,		
