报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
支付的其他与投资活动有关的现金(万元),10294,23460,19183,21301,21920,32335,5486,4983,5214,4897,670,292,747,4839,
增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资活动现金流出小计(万元),1546927,1766087,1589879,1727692,1486771,1936194,1610823,1818795,1442781,2008396,1747316,1293968,1039652,1433793,
投资活动产生的现金流量净额(万元),-1478597,-1646521,-1408746,-1563395,-1350248,-1857901,-1418580,-1640808,-1318216,-1908245,-1729232,-1276183,-1021828,-1407670,
吸收投资收到的现金(万元),942803,947912,50902,60542,717102,466628,71538,221572,21870,28436,350036,54154,115958,58526,
其中：子公司吸收少数股东投资收到的现金(万元),242803,49412,50902,60542,12091,25441,71538,38664,21870,28436,4666,54154,115958,58526,
取得借款收到的现金(万元),7622337,7897234,7559806,6206035,6596535,6415105,5880083,7213650,6201738,6395258,4686378,4422093,2878130,2814469,
发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,18214,125101,19235,115882,76564,65162,353,1372,
筹资活动现金流入小计(万元),8565140,8845146,7610708,6266577,7313637,6881733,5969834,7610617,6254927,6541516,5113727,4541409,3132588,2927105,
偿还债务支付的现金(万元),8434878,8387454,6566063,6120015,7236054,6235349,6027454,6276453,4826785,4733677,3712806,3084994,2256783,1653365,
分配股利、利润或偿付利息所支付的现金(万元),749111,658792,796411,1069175,1112730,926511,717108,688279,569538,429181,362023,399228,226793,163942,
其中：子公司支付给少数股东的股利、利润(万元),56618,25339,97643,243435,208806,84973,25637,11913,2527,7640,4630,0,750,1820,
支付其他与筹资活动有关的现金(万元),63829,10824,12585,15164,9295,9550,9264,114570,87686,72252,38731,97440,10121,2485,
筹资活动现金流出小计(万元),9247817,9057071,7375059,7204353,8770708,7171410,6753826,7104090,5522379,5239757,4114020,3581661,2599338,1851398,
筹资活动产生的现金流量净额(万元),-682677,-211925,235649,-937776,-1457071,-289677,-783992,506527,732549,1301759,999707,959748,533250,1075707,
汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
现金及现金等价物净增加额(万元),-23586,-77848,105818,-287946,345253,228494,-14006,93979,87597,-614,-62741,35197,35608,18520,
加:期初现金及现金等价物余额(万元),670142,741680,635862,923808,578555,292002,306007,212028,123576,124190,186931,151734,101721,83202,
期末现金及现金等价物余额(万元),646556,663833,741680,635862,923808,520496,292002,306007,211173,123576,124190,186931,137329,101721,
净利润(万元),443854,227177,77591,462584,1048000,745868,565526,191697,14472,10621,159291,-304416,122627,137040,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,32074,0,
未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
资产减值准备(万元),78188,12066,77179,108759,168469,161476,52766,22481,-1303,-1454,162,1105,741,74,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),1126759,967653,993211,1009846,928668,778523,725057,603289,534140,451656,404302,380375,276439,185435,
无形资产摊销(万元),43026,37531,30370,27480,27113,24413,19567,20872,18483,13125,3629,3394,3010,1907,
长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预提费用的增加(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
处置固定资产、无形资产和其他长期资产的损失(万元),201,3330,-3522,1174,12672,57145,24182,-2477,39,-4621,297,-5275,476,717,
固定资产报废损失(万元),5272,--,--,--,--,--,--,--,--,0,--,0,0,0,
公允价值变动损失(万元),969,1722,--,--,--,--,--,--,--,0,--,0,0,0,
递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
财务费用(万元),518938,532234,504380,491339,595521,624706,601921,622270,492526,328889,294846,296513,138191,45475,
投资损失(万元),-78054,-91118,-97814,-32412,-39844,-83177,-50915,-110413,-128179,-84621,-24183,7761,-13061,-11796,
递延所得税资产减少(万元),-24463,-9485,-10781,245,18219,-553,15987,8071,-12222,784,-1584,-17888,542,-5699,
递延所得税负债增加(万元),-3856,-9479,-20221,-17648,-33222,-18498,8401,18273,-1167,-1953,702,8652,-1461,9183,
存货的减少(万元),19055,-56925,-18929,-68856,174448,-10650,22682,-60345,-95906,-26402,46667,-104021,7740,-14981,
经营性应收项目的减少(万元),-174106,-82886,-389540,119929,122247,-49048,-127542,-182841,-154700,-53188,-181919,52279,-50866,-19262,
经营性应付项目的增加(万元),162010,219836,135049,108774,130616,147684,330577,94664,6696,35156,-35426,33476,7732,22391,
已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他(万元),--,2803,--,--,--,--,--,--,--,0,--,-323,0,0,
经营活动产生现金流量净额(万元),2137688,1780598,1278915,2213225,3152572,2376073,2188566,1228261,673264,605872,666785,351632,524185,350482,
债务转为资本(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
现金的期末余额(万元),646556,663833,741680,635862,923808,520496,292002,306007,211173,123576,124190,186931,137329,101721,
现金的期初余额(万元),670142,741680,635862,923808,578555,292002,306007,212028,123576,124190,186931,151734,101721,83202,
现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
现金及现金等价物的净增加额(万元),-23586,-77848,105818,-287946,345253,228494,-14006,93979,87597,-614,-62741,35197,35608,18520,

