报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
其他流动资产(万元),212772,257960,229769,244982,103435,98004,89159,98675,76586,113699,66075,55066,0,0,
流动资产合计(万元),2659951,2565945,2505157,2106069,2397595,2066496,1691203,1715877,1300181,960473,755809,655612,428825,380444,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),--,--,24155,28166,39860,38652,3028,3896,3951,4291,5829,0,0,0,
持有至到期投资(万元),23136,25444,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,15503,21632,29083,20571,10553,14488,17637,6839,--,0,0,0,
长期股权投资(万元),1175993,1108369,1082025,939437,984522,1021021,1064562,1030495,1072608,951294,473964,266271,206459,183206,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),3275,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产原值(万元),25952703,23856248,22752426,21893735,20640862,17368410,15824993,14814837,12491209,10503673,9010026,8331959,6961479,5044007,
累计折旧(万元),10433234,9433080,8720947,7817122,7006351,5326792,4735663,4125655,3566019,3047901,2633679,2250468,1718173,1442701,
固定资产净值(万元),15519469,14423168,14031479,14076613,13634512,12041618,11089331,10689182,8925191,7455772,6376346,6081491,5243305,3601307,
固定资产减值准备(万元),132299,125592,142799,137132,44348,43018,43018,1056,--,0,--,0,0,0,
固定资产(万元),15387171,14297576,13888680,13939482,13590164,11998600,11046312,10688126,8925191,7455772,6376346,6081491,5243305,3601307,
在建工程(万元),1339568,--,1941378,1791336,1559884,1748520,1470364,1167093,1399261,1460930,1257049,820349,377982,473041,
工程物资(万元),56851,--,128481,65807,41982,7311,78150,1363,16086,87963,2200,488706,225210,118199,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),1327080,1383863,1347599,1378316,1342590,1406131,1498540,1342725,1328740,954334,292649,119430,77223,78792,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
商誉(万元),95165,105693,105691,105691,107292,84750,85951,87319,79016,79055,10769,5352,3751,3751,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税资产(万元),65392,40537,31052,20436,20681,26782,26229,36377,44448,32227,28526,26942,12564,13107,
其他非流动资产(万元),243108,300818,258330,245674,198650,184233,169488,195211,138117,27081,172290,0,0,0,
非流动资产合计(万元),20327608,19936639,19122702,18905127,18267925,16759962,15590582,14741238,13537734,11825562,9291971,7808541,6146494,5107508,
资产总计(万元),22987560,22502584,21627859,21011195,20665520,18826458,17281785,16457115,14837916,12786035,10047780,8464153,6575319,5487952,
短期借款(万元),2406673,2658695,3169711,1440629,1316160,1562591,1506695,1949183,2671914,2429933,1679338,1200613,952419,1011990,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融负债(万元),--,6450,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付票据(万元),78993,57403,134656,238102,157740,100755,73480,44912,126583,220801,135720,165476,234593,173069,
应付账款(万元),1688204,1859601,1673128,1841765,1490016,1353498,1136538,884482,541785,553195,372137,346375,414071,301511,
预收账款(万元),--,--,135862,133314,137131,134917,102132,92591,79114,56933,8208,0,0,0,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付职工薪酬(万元),23657,23872,19921,19544,20162,13800,12507,10954,11006,13019,21928,20981,9565,27771,
应交税费(万元),157419,160502,101282,71543,164820,105832,74213,68947,44647,27034,26693,16679,33761,31962,
应付利息(万元),52316,51824,70981,55242,63585,69747,65760,60285,42133,29374,22517,0,0,0,
应付股利(万元),25283,33118,36456,70875,154366,26266,1291,1432,1174,766,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应付款(万元),438108,439276,405766,446008,462154,405791,372732,285350,490576,293186,198342,296735,196967,123288,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,1725040,1166438,355138,300898,300292,260580,398576,0,
一年内到期的非流动负债(万元),1328663,1402436,1671675,1119869,1172652,1554291,1141521,1076679,1036298,740883,456390,467744,171997,236908,
其他流动负债(万元),357341,722646,612295,1978551,1575607,1680523,--,--,--,0,--,0,0,0,
流动负债合计(万元),6732364,7553379,8031733,7415443,6714391,7008010,6211909,5641253,5400368,4666023,3221564,2775183,2411950,1906498,
长期借款(万元),6462353,6668267,6220916,5969409,6383088,5979165,5811054,6417392,6173447,5015999,4243935,4037004,2255150,1909593,
应付债券(万元),1048567,747755,1005812,1105332,1105824,705240,1186632,1035259,386358,534644,297102,0,0,0,
长期应付款(万元),31379,275696,262437,305250,316585,290104,189359,131967,122430,123471,42663,0,0,0,
专项应付款(万元),25317,22142,622,622,701,1167,1227,1222,650,802,2922,0,0,1564,
预计非流动负债(万元),12753,11763,10891,10085,9338,8646,8005,--,--,0,--,0,0,0,
长期递延收益(万元),384379,380803,360790,337427,303544,274440,--,--,--,0,--,0,0,0,
递延所得税负债(万元),177190,181007,190424,221834,239615,260261,277712,265242,237692,196073,114580,80988,75973,77434,
其他非流动负债(万元),--,--,--,--,--,--,241873,200289,152356,90303,40505,24688,11271,2836,
非流动负债合计(万元),8349695,8289240,8053977,7952300,8361163,7519022,7715862,8051373,7072933,5961293,4741706,4142681,2342394,1991427,
负债合计(万元),15082059,15842619,16085710,15367743,15075554,14527031,13927770,13692625,12473301,10627315,7963270,6917863,4754344,3897924,
实收资本(或股本)(万元),986298,986298,986298,986298,986298,880729,737108,737108,677108,677108,677108,602108,602108,602108,
资本公积(万元),1332731,1316042,1314963,1315090,1329575,926480,576303,574974,460740,451243,425813,150379,206191,207242,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
专项储备(万元),26805,22633,20215,12770,8833,10767,6061,4088,327,0,--,0,0,0,
盈余公积(万元),338906,315573,307986,293278,252141,183026,162404,155411,154751,153355,148601,147261,147261,137979,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未分配利润(万元),1855276,1655719,1548932,1654808,1657548,1161712,814164,458612,317503,310980,316957,202055,478004,401989,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
归属于母公司股东权益合计(万元),6151044,5203101,4175890,4261939,4236883,3165459,2296040,1930193,1610430,1592686,1568480,1101804,1433563,1349318,
少数股东权益(万元),1754457,1456864,1366259,1381514,1353083,1133968,1057974,834296,754186,566034,516030,444486,387412,240710,
所有者权益(或股东权益)合计(万元),7905501,6659965,5542149,5643452,5589966,4299427,3354014,2764490,2364615,2158720,2084510,1546289,1820976,1590028,
负债和所有者权益(或股东权益)总计(万元),22987560,22502584,21627859,21011195,20665520,18826458,17281785,16457115,14837916,12786035,10047780,8464153,6575319,5487952,		
