报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
支付其他与筹资活动有关的现金(万元),1697726,2774454,1642352,983701,160182,209457,24848,31960,12619,--,--,--,--,2412,
筹资活动现金流出小计(万元),9929408,8392685,4446388,4577184,3726650,1746100,587184,286153,156013,2082,16352,6911,7783,11881,
筹资活动产生的现金流量净额(万元),2591865,-649034,5709832,2539375,1929584,1205471,1110404,416077,133517,-2082,-2252,-1911,2717,-6232,
汇率变动对现金及现金等价物的影响(万元),9069,33490,3953,3417,607,110,67,--,--,-14,-3,-63,-56,-48,
现金及现金等价物净增加额(万元),-446089,-1859980,2088021,812867,2095608,437428,455428,173835,82077,-2448,4168,-1100,-2314,-9569,
加:期初现金及现金等价物余额(万元),4560507,6420487,4332467,3519600,1423991,986564,531135,357300,275223,8126,3958,5059,7373,16941,
期末现金及现金等价物余额(万元),4114418,4560507,6420487,4332467,3519600,1423991,986564,531135,357300,5678,8126,3958,5059,7373,
净利润(万元),1468495,1180275,880657,616812,498709,380141,268638,186672,127938,221,747,-3853,-3117,749,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
资产减值准备(万元),249732,252528,83225,17636,13368,4095,1308,1115,662,322,330,875,826,-12,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),40264,44201,37959,27197,17663,10919,4023,3382,2900,1253,1387,1509,835,845,
无形资产摊销(万元),43131,55167,51308,31944,12770,1231,2168,1007,64,144,119,119,146,8,
长期待摊费用摊销(万元),91241,77229,58792,19982,1068,355,354,197,--,--,--,--,73,20,
待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
处置固定资产、无形资产和其他长期资产的损失(万元),6625,3300,-11,-418,-12,-3,-2,1,15,13,-1027,46,28,-1174,
固定资产报废损失(万元),--,--,--,--,--,--,--,21,--,4,--,--,--,--,
公允价值变动损失(万元),-5042,-10073,--,--,--,--,--,--,15,4,--,--,--,--,
递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
财务费用(万元),328999,92896,121538,80425,18961,13028,16790,2751,453,35,228,421,294,187,
投资损失(万元),-30314,-161398,-73448,-41497,-30379,-9016,-2483,111,-560,29,-13,129,262,-19,
递延所得税资产减少(万元),89471,-87949,-108727,-68190,-17786,-12433,-14533,2967,-12332,--,--,-7,167,11,
递延所得税负债增加(万元),2618,3755,-28,-184,-32,-123,-24,-1094,582,--,--,0,--,--,
存货的减少(万元),-3760595,-2550661,-7931319,-4505639,-1753413,-2247459,-2177755,-1161517,-996010,-1180,3447,1043,-2704,-2595,
经营性应收项目的减少(万元),-295291,-1824075,375757,-119823,-266407,-499988,-50939,43999,237,-54,-1418,1647,1583,2621,
经营性应付项目的增加(万元),-1397063,1959694,5055686,4868071,2322329,1863853,1605013,942141,900130,3946,-1470,-77,2015,2731,
已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他(万元),-14182,222330,-174162,-150010,-71867,--,--,--,--,--,--,22,--,--,
经营活动产生现金流量净额(万元),-3181910,-742781,-1622773,776306,744972,-495401,-347442,21753,24094,4737,2330,1875,408,3371,
债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金的期末余额(万元),4114418,4560507,6420487,4332467,3519600,1423991,986564,531135,357300,5678,8126,3958,5059,7373,
现金的期初余额(万元),4560507,6420487,4332467,3519600,1423991,986564,531135,357300,275223,8126,3958,5059,7373,16941,
现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物的净增加额(万元),-446089,-1859980,2088021,812867,2095608,437428,455428,173835,82077,-2448,4168,-1100,-2314,-9569,

