报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
其他非流动资产(万元),637577,586120,506138,235703,77471,80948,44658,31095,36122,394207,23254,9778,0,6894,
非流动资产合计(万元),35282145,34164239,33015602,27245101,26784313,23557289,22675113,22171680,21996134,19515817,17200230,14456948,10358829,9853176,
资产总计(万元),41359654,40344146,37869373,30941763,29972972,27216495,26027485,25686187,25436539,22395275,19399713,16458766,12213935,11215209,
短期借款(万元),6711937,6103877,8025135,5766887,4988349,4352900,3793705,2744208,4397920,4404718,2472982,2874549,1167040,816191,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
衍生金融负债(万元),25030,31398,6218,13357,87485,83273,4359,8864,3555,8661,1340,54244,--,0,
应付票据(万元),331871,220900,173219,221229,95332,111804,10339,5487,1345,7535,7148,1206,33254,75151,
应付账款(万元),1253225,1247470,1376428,984672,844977,1056725,1217449,729939,910909,533979,431499,299791,201723,129013,
预收账款(万元),--,--,150493,36589,44937,35276,14780,16133,13084,13773,10273,0,--,0,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
应付职工薪酬(万元),75815,65911,58151,42139,31328,17126,18884,21797,23028,27106,29053,21224,21340,58485,
应交税费(万元),210162,147444,130221,108910,-122623,-39718,40985,-20719,-99475,-201735,-154414,42046,95533,119316,
应付利息(万元),127670,115277,94730,67646,87433,105625,104741,89784,68743,57702,49024,42429,18109,19774,
应付股利(万元),119104,126783,173543,157518,78890,43168,16627,7084,16764,7968,2073,5673,1215,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
其他应付款(万元),1890777,1817029,1987618,1483642,1507858,1327473,1067736,1024627,1466240,1223714,837461,635439,570242,508035,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
预计流动负债(万元),--,--,3674,2176,1500,2865,18219,15726,--,--,0,0,0,442,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
一年内到期的非流动负债(万元),2195594,2508998,2263084,1367180,2437117,1274275,1848761,905670,1513636,1378255,925025,654542,421952,333195,
其他流动负债(万元),950204,1201426,1152536,2767680,1968958,1858633,1556563,3579668,1060736,543907,1044215,534030,522804,523359,
流动负债合计(万元),14162041,13820622,15595049,13019625,12051542,10229425,9718262,9128267,9376485,8005583,5655677,5165173,3053212,2582960,
长期借款(万元),11536460,12954816,10703096,6499036,6602802,5763846,6051367,7256482,7984487,6518490,7126675,5902718,3343865,3630362,
应付债券(万元),2848711,2598466,1599383,1218297,1126132,2272553,2372655,2288469,1785492,1383115,1380011,983469,588561,0,
长期应付款(万元),--,--,185352,99215,135961,135460,20882,25589,14362,8322,2386,0,--,0,
专项应付款(万元),--,--,3461,4015,4823,4502,5147,5087,4120,270,0,0,27719,20348,
预计非流动负债(万元),5050,3868,5244,--,--,--,--,--,--,--,0,0,--,0,
长期递延收益(万元),209999,231495,406453,260421,263217,244265,--,--,--,--,0,--,--,--,
递延所得税负债(万元),99602,105033,128395,135510,141797,159503,178892,177620,173691,160572,138649,109102,77032,37859,
其他非流动负债(万元),244325,224868,--,--,--,--,237477,229148,224096,223414,224540,141024,46972,3785,
非流动负债合计(万元),15468729,16344904,13053957,8245535,8327445,8645080,8904761,10066095,10244068,8303770,8872347,7136313,4084149,3692353,
负债合计(万元),29630770,30165526,28649006,21265160,20378987,18874505,18623023,19194363,19620553,16309353,14528025,12301486,7137361,6275313,
实收资本(或股本)(万元),1569809,1569809,1520038,1520038,1520038,1442038,1405538,1405538,1405538,1405538,1205538,1205538,1205538,1205538,
资本公积(万元),1845454,1833697,1491324,1825078,1825078,1876323,1666252,1703453,1713195,1774620,934913,866942,1070053,1027888,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
专项储备(万元),8420,6459,5577,5143,2950,3961,4581,3750,2702,1280,0,0,--,--,
盈余公积(万元),818627,818627,818627,818627,818627,724259,713170,713170,706009,700488,614235,614235,614235,550348,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
未分配利润(万元),3070796,3080167,3196511,3921229,3760647,2975280,2466961,1735762,1237179,1397861,1383073,991386,1722142,1522891,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,-81724,-3594,-57097,9340,-36207,-53443,--,0,
归属于母公司股东权益合计(万元),9855864,8323463,7553334,8152151,7940897,6919822,6174778,5558079,5007526,5289127,4101552,3624658,4611968,4306665,
少数股东权益(万元),1873020,1855157,1667033,1524452,1653089,1422168,1229684,933745,808460,796795,770136,532622,464606,633231,
所有者权益(或股东权益)合计(万元),11728884,10178620,9220367,9676603,9593986,8341990,7404462,6491824,5815986,6085922,4871688,4157280,5076574,4939896,
负债和所有者权益(或股东权益)总计(万元),41359654,40344146,37869373,30941763,29972972,27216495,26027485,25686187,25436539,22395275,19399713,16458766,12213935,11215209,		
