报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
其中：子公司吸收少数股东投资收到的现金(万元),9074,4024,3329,183,839,--,98,0,200,--,--,--,0,0,
取得借款收到的现金(万元),8370,4746,119686,65208,--,4000,11060,8000,5073,15448,20498,19920,47898,17884,
发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,
收到其他与筹资活动有关的现金(万元),--,--,77633,--,--,--,2535,6258,3017,12634,--,26957,0,0,
筹资活动现金流入小计(万元),17444,8769,200647,551471,839,4000,13692,14258,8289,28082,20498,46877,47898,17914,
偿还债务支付的现金(万元),10725,--,96007,--,--,11800,9760,4430,10115,25782,6641,51609,21612,15247,
分配股利、利润或偿付利息所支付的现金(万元),148821,126821,358697,109707,46850,172,524,315,311,542,90,1531,1708,754,
其中：子公司支付给少数股东的股利、利润(万元),--,212,228,151,131,--,--,--,--,--,--,--,0,0,
支付其他与筹资活动有关的现金(万元),91346,148143,2689,493020,--,1060,--,--,--,--,19352,--,26841,0,
筹资活动现金流出小计(万元),250892,274964,457393,602727,46850,13032,10284,4744,10426,26324,26083,53140,50161,16001,
筹资活动产生的现金流量净额(万元),-233448,-266195,-256746,-51256,-46010,-9032,3408,9514,-2137,1758,-5585,-6262,-2263,1913,
汇率变动对现金及现金等价物的影响(万元),-343,518,-310,67,707,1,-0,--,--,--,-1,-82,-107,-174,
现金及现金等价物净增加额(万元),-48975,-25676,-45128,138294,155608,-9980,-2007,4795,-7488,-4922,10970,-978,-7129,3356,
加:期初现金及现金等价物余额(万元),365767,391443,436571,298278,142670,13231,15238,10444,17932,22854,11884,12861,24887,21531,
期末现金及现金等价物余额(万元),316793,365767,391443,436571,298278,3251,13231,15238,10444,17932,22854,11884,17758,24887,
净利润(万元),185508,579223,597340,444785,338577,659,-12565,679,-5476,984,-6808,442,5232,5892,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,8,0,
未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,
资产减值准备(万元),73993,40004,18100,26093,24260,151,1527,-1612,1444,550,1433,1846,2214,157,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),48478,21959,12935,12580,13569,812,1617,1735,1791,1766,1890,1888,1485,1357,
无形资产摊销(万元),1505,547,244,--,--,92,92,47,45,84,89,75,86,92,
长期待摊费用摊销(万元),1538,491,142,457,366,--,0,0,3,11,17,24,37,44,
待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,
预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,
处置固定资产、无形资产和其他长期资产的损失(万元),2048,1189,269,186,-125,-205,-283,-12,-19,-0,-8,-2846,-796,-0,
固定资产报废损失(万元),--,--,--,--,--,--,28,0,0,--,0,--,17,3,
公允价值变动损失(万元),5749,--,--,--,--,-217,-144,168,334,8,-255,334,-287,-12,
递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,
预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,
财务费用(万元),2155,4619,2402,499,-707,155,535,233,239,596,-53,919,1518,557,
投资损失(万元),-21813,-16834,-74880,-7,66,-291,-618,-815,307,-392,-518,378,-3653,-11,
递延所得税资产减少(万元),-24241,-12098,-1016,-9067,-966,-5,1399,231,-1579,296,-841,-350,-518,-69,
递延所得税负债增加(万元),171,-2784,16242,2379,567,--,0,0,0,-38,37,-20,21,0,
存货的减少(万元),-128,409,-700,--,--,1098,11036,7161,917,-646,3913,9691,8634,3692,
经营性应收项目的减少(万元),17151,-261556,-140938,430097,-516082,-1448,17819,-3341,3267,-1423,6210,16103,-3424,-4628,
经营性应付项目的增加(万元),50873,23116,-14514,-428001,403520,-220,-16356,-4927,-2442,887,8137,-17248,-18698,233,
已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,
已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,
其他(万元),--,--,--,--,--,--,0,0,0,--,0,--,0,0,
经营活动产生现金流量净额(万元),342987,378284,415625,480001,263045,580,4087,-453,-1170,3273,13242,11235,-8124,7306,
债务转为资本(万元),--,--,--,--,--,--,0,0,0,--,--,--,0,0,
一年内到期的可转换公司债券(万元),--,--,--,--,--,--,0,--,--,--,--,--,0,0,
融资租入固定资产(万元),--,--,--,--,--,--,0,0,0,--,--,--,0,0,
现金的期末余额(万元),316793,365767,391443,436571,298278,3251,13231,15238,10444,17932,22854,11884,17758,24887,
现金的期初余额(万元),365767,391443,436571,298278,142670,13231,15238,10444,17932,22854,11884,12861,24887,21531,
现金等价物的期末余额(万元),--,--,--,--,--,--,0,0,0,--,--,--,0,0,
现金等价物的期初余额(万元),--,--,--,--,--,--,0,0,0,--,--,--,0,0,
现金及现金等价物的净增加额(万元),-48975,-25676,-45128,138294,155608,-9980,-2007,4795,-7488,-4922,10970,-978,-7129,3356,

