报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
其他流动资产(万元),4823008,3457233,2433970,846875,704819,731357,425469,451056,275727,101825,77155,33658,27220,23288,
流动资产合计(万元),136200849,114015074,110994573,83246661,71737657,61653737,52198141,40940059,32515726,25212576,17492022,14201634,10105915,8110948,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
可供出售金融资产(万元),1004974,1044688,1037116,584897,496860,132022,138903,134137,132892,49671,31111,75263,46858,16461,
持有至到期投资(万元),--,--,--,--,--,--,--,--,0,0,0,33,25,4113,
长期应收款(万元),28148077,22582217,13739953,12537645,10006912,8239245,5615209,3816367,2302416,1261732,593055,460405,251751,264548,
长期股权投资(万元),6599400,4991048,3347656,2632610,2331098,2135357,2302604,2113442,1565826,438358,344398,335432,245842,261081,
其他长期投资(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
投资性房地产(万元),6865018,5711303,3493571,3059787,2526795,1693948,1156544,813342,822500,442109,253446,138504,92645,103653,
固定资产原值(万元),6685109,6159121,5327541,4423343,3914554,3397698,2790104,2129457,1809491,1617865,1277605,1082483,942449,896203,
累计折旧(万元),3090586,2693762,2319463,1973369,1620527,1333197,1095868,835571,686351,560836,445783,370523,393995,363568,
固定资产净值(万元),3594523,3465358,3008078,2449974,2294027,2064501,1694236,1293886,1123141,1057029,831822,711961,548453,532636,
固定资产减值准备(万元),26523,25830,5475,5633,5654,7297,7796,6211,6263,4841,2246,1508,2723,5418,
固定资产(万元),3567999,3439528,3002603,2444341,2288373,2057204,1686439,1287675,1116878,1052188,829576,710453,545731,527218,
在建工程(万元),829338,774493,1127481,1013682,670413,568528,400072,299453,305392,105880,306284,139623,146997,44716,
工程物资(万元),--,--,--,--,--,--,--,--,2,921,909,764,1392,1296,
固定资产清理(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
无形资产(万元),1159420,1122286,1212213,891303,923854,904222,822327,657445,602815,423112,315387,309353,85155,75194,
开发支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
商誉(万元),229306,214995,224307,212605,202240,189545,191727,143413,149421,159499,160265,160737,56303,0,
长期待摊费用(万元),73619,41907,32878,38887,61220,80835,103648,13395,12659,12929,13029,12308,9753,8842,
股权分置流通权(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
递延所得税资产(万元),1263924,1026618,879174,713734,602121,483149,440929,302243,173441,99441,77298,49400,55379,53362,
其他非流动资产(万元),242105,134173,103804,114340,63079,244317,112872,61956,53944,0,0,0,0,0,
非流动资产合计(万元),49983181,41083257,28200755,24243829,20172964,16728373,12971276,9642866,7238186,4045839,2924756,2392273,1537832,1360484,
资产总计(万元),186184030,155098331,139195328,107490490,91910622,78382110,65169417,50582925,39753912,29258416,20416777,16593908,11643747,9471432,
短期借款(万元),1904219,3103164,3231886,2560297,2171454,2179409,2770995,2573367,1061151,590591,1396919,1250846,743370,891321,
向中央银行借款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,3145,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
交易性金融负债(万元),--,5003,284,--,1944,--,--,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付票据(万元),1341280,1597253,1917331,1421825,1251426,1112273,1108047,1050470,504478,441127,327755,226521,179631,189096,
应付账款(万元),48145776,43332969,40241965,32000108,26843162,21494801,18256298,13631259,10045538,7225789,5421844,4757209,3741590,3099940,
预收账款(万元),17681785,18874983,18022690,11451951,10634458,11314359,8083663,4571096,4379768,3809040,2830588,2089559,1421268,1021350,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付职工薪酬(万元),842166,772170,715775,586748,422859,402212,373822,268829,232782,166277,158201,153381,284461,248953,
应交税费(万元),4704686,3897406,3148000,3924460,3693923,3187232,2610121,2399917,1880391,1125158,843914,732018,473864,350992,
应付利息(万元),--,290346,240824,248905,234640,161863,117150,60533,23537,5583,5592,6361,10251,6578,
应付股利(万元),--,103636,129052,134239,46925,46112,7254,6669,8034,5981,2286,2937,3296,3081,
其他应交款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他应付款(万元),--,7252989,5208181,4040840,3412938,3362338,2589617,2222515,1700490,1335934,1143675,1318735,1019581,774654,
预提费用(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,0,0,0,0,200000,0,
一年内到期的非流动负债(万元),7804680,6783184,5565354,3931735,4864852,2372354,2235370,1497838,1326775,789709,634367,355387,163065,197842,
其他流动负债(万元),3783732,2628166,1540451,723989,298477,1060301,420623,8767,2580,2348,12498,10124,19138,26688,
流动负债合计(万元),106657445,88641269,79961792,61025098,54463851,46693253,38572959,29531144,22118356,16249981,13369649,11326028,8625007,7251791,
长期借款(万元),21467561,18585281,14366687,9832486,7612468,7767737,6698419,4588205,3368430,2343141,2286007,1568171,902529,513383,
应付债券(万元),10944552,9794575,12123247,10117247,8006476,6219515,4675097,3588037,2806241,1147570,1124607,523723,231097,238247,
长期应付款(万元),--,1734349,1446524,1357071,1170849,995364,1089686,795901,533980,585989,514089,538155,567417,597205,
专项应付款(万元),--,64091,59545,5169,4732,3615,4028,1970,1946,7192,4475,4446,6059,6301,
预计非流动负债(万元),59933,52827,49954,45261,29786,25483,35277,7097,20111,4506,3722,11823,9604,8079,
长期递延收益(万元),38135,97715,86718,89172,79089,--,--,154810,98238,16207,10839,0,0,0,
递延所得税负债(万元),452959,473070,502497,120852,119775,152246,74358,70740,378020,69572,31485,18782,15158,11786,
其他非流动负债(万元),1436717,1274076,1283811,793545,499348,68547,64176,1438,102544,1554,540,751,0,0,
非流动负债合计(万元),36600159,32284143,30133655,22587120,17755422,15232506,12641041,9208198,7309509,4175730,3975763,2665851,1731864,1375001,
负债合计(万元),143257604,120925411,110095447,83612218,72219274,61925758,51214000,38739342,29427864,20425711,17345412,13991879,10356871,8626792,
实收资本(或股本)(万元),4198517,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,1800000,1800000,0,0,
资本公积(万元),1126229,2488328,2442608,2352607,2868044,2938028,3029763,2998205,3001088,3058151,-607368,-577225,0,0,
减:库存股(万元),292444,127328,127328,--,--,--,--,--,0,0,0,0,0,0,
专项储备(万元),7733,5539,3660,2474,2249,3237,3874,1624,1174,3520,0,0,0,0,
盈余公积(万元),600367,552249,497888,292001,216870,157388,102358,72095,40715,24849,7604,11,0,0,
一般风险准备(万元),65666,51073,47386,16163,8416,--,--,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
未分配利润(万元),16562821,13810208,11321161,9270578,7375287,5617807,3955683,2737103,1606811,831849,316365,49463,0,0,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,87216,94160,101378,71202,22281,21777,7909,0,0,
归属于母公司股东权益合计(万元),24396119,21475552,19049054,16797739,13901946,11803676,10185838,8910404,7720989,6940650,1538378,1280158,489334,256621,
少数股东权益(万元),18530307,12697367,10050828,7080533,5789402,4652676,3769579,2933179,2605058,1892055,1532987,1321871,797542,588019,
所有者权益(或股东权益)合计(万元),42926426,34172919,29099881,23878272,19691348,16456352,13955417,11843584,10326048,8832704,3071365,2602029,1286876,844640,
负债和所有者权益(或股东权益)总计(万元),186184030,155098331,139195328,107490490,91910622,78382110,65169417,50582925,39753912,29258416,20416777,16593908,11643747,9471432,		
  
