报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3149578,2070703,2604543,2028499,2433431,2037989,1772993,1560761,1678866,2073172,2293009,2798557,1544232,1758598,
投资所支付的现金(万元),32065,46371,30752,27612,88978,26688,222706,144757,180976,88099,91083,49696,298940,17492,
质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
取得子公司及其他营业单位支付的现金净额(万元),7170,79754,1312869,--,967093,1799,--,14905,377203,582700,235412,2014846,0,0,
支付的其他与投资活动有关的现金(万元),7881,--,--,--,1767,1687,2671,2703,--,--,--,0,0,319,
增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资活动现金流出小计(万元),3196694,2196828,3948164,2056110,3491269,2068163,1998370,1723126,2237045,2743971,2619503,4863099,1875389,1776409,
投资活动产生的现金流量净额(万元),-2903399,-2052772,-3406041,-1764965,-3379806,-1908611,-1905425,-1530960,-2166483,-2698054,-2561118,-4795707,-1736088,-1724637,
吸收投资收到的现金(万元),1599831,897101,583803,28562,530742,306070,86822,66533,21921,1056369,26053,116256,16489,84571,
其中：子公司吸收少数股东投资收到的现金(万元),101615,72568,83808,28562,62311,60672,86822,66533,21921,28352,26053,116256,16489,58871,
取得借款收到的现金(万元),12029832,12652440,14027046,10166790,7724173,7115029,4640518,6771996,8639524,7240581,7484107,9435295,3285468,2570168,
发行债券收到的现金(万元),3530000,5399981,3878868,3718234,1898000,2195900,3143500,3991500,1494460,995985,1389985,891330,1088364,498000,
收到其他与筹资活动有关的现金(万元),--,--,72011,23328,42201,174332,27447,37261,22943,29187,43242,23601,22991,19592,
筹资活动现金流入小计(万元),17159664,18949522,18561727,13936913,10195117,9791332,7898287,10867290,10178848,9322122,8943388,10466482,4413313,3172331,
偿还债务支付的现金(万元),16741736,17672212,16406904,13510691,9840067,9411915,8875837,10831627,9049438,7129346,7338817,5473821,2826467,2172083,
分配股利、利润或偿付利息所支付的现金(万元),1464782,1381798,1661722,1724638,1716716,1491259,1178194,1010529,1107217,877440,724536,860374,662566,605143,
其中：子公司支付给少数股东的股利、利润(万元),143657,126545,218415,269538,295419,147433,53988,46061,12013,24904,34814,30166,43420,49536,
支付其他与筹资活动有关的现金(万元),85963,132361,91784,61769,52399,16046,68265,6824,15228,9004,3661,6758,1536,2119,
筹资活动现金流出小计(万元),18292482,19186371,18160409,15297098,11609182,10919220,10122296,11848980,10171883,8015789,8067014,6340953,3490569,2779345,
筹资活动产生的现金流量净额(万元),-1132818,-236849,401318,-1360185,-1414066,-1127888,-2224009,-981690,6965,1306332,876373,4125529,922744,392986,
汇率变动对现金及现金等价物的影响(万元),6355,2627,1017,7292,3285,-5838,-10881,15103,-22763,4995,5574,-22976,-430,-377,
现金及现金等价物净增加额(万元),-297442,602195,-83969,33225,-554317,289669,-116371,195261,-87366,419946,-80227,-174564,408366,53864,
加:期初现金及现金等价物余额(万元),1541768,939573,1012208,747825,1302142,934167,1050539,855278,942644,522698,602925,731226,322860,268996,
期末现金及现金等价物余额(万元),1244326,1541768,928239,781050,747825,1223837,934167,1050539,855278,942644,522698,556663,731226,322860,
净利润(万元),237791,240741,214657,1078622,1754968,1336421,1310435,685245,136426,368033,539314,-421322,599706,681926,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,42055,0,
未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
资产减值准备(万元),581182,114615,118849,120496,309015,212156,145625,87157,36512,2927,65880,9267,-648,-3096,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),2057795,1954046,1884657,1454735,1409382,1172479,1126856,1091292,1171517,1017523,910141,753209,710695,638011,
无形资产摊销(万元),26520,28699,29759,25080,21496,19269,20269,14789,15294,12839,10032,8318,5188,5376,
长期待摊费用摊销(万元),4409,2497,2271,1964,1436,1738,3090,2913,3199,2659,3139,3126,1060,954,
待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
处置固定资产、无形资产和其他长期资产的损失(万元),-13709,-6912,57817,59181,40484,42703,88972,25031,-624,-3212,6197,5401,-24325,10476,
固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
公允价值变动损失(万元),-1949,2001,276,1299,1674,-4254,570,117,73,-1185,3364,5466,10018,-10018,
递延收益增加(减：减少)(万元),-36404,-27302,-43947,-26796,-24827,-20934,-18781,-17130,-17211,-16409,-15286,-6490,-2500,0,
预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
财务费用(万元),1085736,1061137,950882,697521,787356,768765,759288,895905,755249,518403,443921,368453,199102,175461,
投资损失(万元),-138115,-157285,-221219,-238314,-169720,-142389,-85104,-81729,-79176,-63563,-78985,-18483,-134106,-72510,
递延所得税资产减少(万元),-12802,-10912,-53786,-24008,-18894,-23639,-8988,3786,15646,-31935,-12154,-12630,-955,-3557,
递延所得税负债增加(万元),8134,-28320,16909,-8578,-36176,-28182,5494,-12209,-203,17208,-13009,-14209,-9398,-2344,
存货的减少(万元),63805,-197286,71404,-127058,210682,-19585,51784,47907,-180750,-103187,142145,-215901,-19524,18809,
经营性应收项目的减少(万元),-362740,-376582,-583077,-117037,42044,20849,14875,41450,-403381,-172497,-296008,72686,-176763,-93881,
经营性应付项目的增加(万元),225311,285796,474284,253977,-92650,-3390,609561,-91716,642345,259067,-109747,-18301,23042,40284,
已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
经营活动产生现金流量净额(万元),3732419,2889189,2919736,3151082,4236271,3332007,4023943,2692808,2094915,1806672,1598944,518589,1222140,1385893,
债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
现金的期末余额(万元),1244326,1541768,928239,781050,747825,1223837,934167,1050539,855278,942644,522698,556663,731226,322860,
现金的期初余额(万元),1541768,939573,1012208,747825,1302142,934167,1050539,855278,942644,522698,602925,731226,322860,268996,
现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
现金及现金等价物的净增加额(万元),-297442,602195,-83969,33225,-554317,289669,-116371,195261,-87366,419946,-80227,-174564,408366,53864,

