报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
其他流动资产(万元),1498681,1316991,1270651,753227,390835,318889,20000,--,--,--,0,--,--,1,
流动资产合计(万元),41884449,36796037,34848628,22356117,15376512,10767229,6934838,4192376,2671151,15144,17114,15982,23485,26805,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
可供出售金融资产(万元),--,65427,59530,68383,52804,--,--,--,--,--,0,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,34200,--,0,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期股权投资(万元),473802,424273,403843,118215,13096,1729,1764,1832,1944,--,0,--,388,1307,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
投资性房地产(万元),334038,224630,287421,137327,80740,42148,21856,11584,7091,--,0,--,--,--,
固定资产原值(万元),972146,639368,373624,331220,275052,186290,88331,29510,27772,22234,19128,22845,22989,9806,
累计折旧(万元),203037,132039,89408,64207,37149,21714,12367,9067,6349,6542,5301,5413,4277,3794,
固定资产净值(万元),769109,507329,284217,267013,237903,164576,75963,20443,21423,15692,13827,17432,18711,6012,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,244,244,244,218,0,
固定资产(万元),769109,507329,284217,267013,237903,164576,75963,20443,21423,15448,13584,17188,18494,6012,
在建工程(万元),658906,1266324,426677,333849,221878,146267,133852,70827,985,1034,0,932,889,8407,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
无形资产(万元),699816,534310,519304,614003,451208,45502,34886,8295,4041,4741,3319,3617,3550,1206,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
商誉(万元),30500,50198,54162,32511,3998,34,34,34,34,--,0,--,--,--,
长期待摊费用(万元),266474,276077,179028,140481,7403,1257,274,315,511,--,0,--,--,73,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
递延所得税资产(万元),234677,324031,236267,127305,58393,40608,28174,13638,16605,--,0,--,3,169,
其他非流动资产(万元),8729,502547,287394,795130,358400,187069,177741,--,--,--,0,--,--,--,
非流动资产合计(万元),3896746,4175146,2737843,2634216,1485823,629190,474543,126968,86833,21223,16902,21738,23323,17175,
资产总计(万元),45781195,40971183,37586471,24990333,16862335,11396419,7409381,4319345,2757984,36366,34017,37720,46808,43980,
短期借款(万元),2657510,418191,684578,30000,700840,793800,339460,67000,28900,--,2000,4000,5500,2500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付票据(万元),765089,912856,846703,129642,182063,209940,45000,2000,--,--,0,--,1277,629,
应付账款(万元),3794328,3293807,2542204,2042543,1602691,1179098,581553,267797,81606,4918,2817,4222,5988,4861,
预收账款(万元),12528458,13751183,13247632,10254840,6725451,4397967,3498138,2425273,1696477,2152,1247,2221,2135,968,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付职工薪酬(万元),246496,204318,218584,94984,51498,27904,25365,9404,7986,297,139,122,258,189,
应交税费(万元),969838,817808,525170,361813,198973,176276,33296,40613,24102,578,266,-502,300,366,
应付利息(万元),255179,172960,127623,98064,13100,3783,2512,266,--,--,3,9,11,3,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他应付款(万元),1251822,2103003,1663408,1055512,640805,321993,245973,179225,131999,951,296,1071,606,421,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
一年内到期的非流动负债(万元),3381836,2011906,1942527,1722095,1222666,1328000,640720,192800,140200,--,0,--,--,--,
其他流动负债(万元),682661,573451,1007941,180433,45852,39589,29492,10436,19729,--,0,--,--,--,
流动负债合计(万元),26533216,24259483,22806369,15969925,11383940,8478350,5441509,3194814,2131000,8896,6768,11144,16073,9938,
长期借款(万元),4878999,5303318,3707398,2029138,2059459,948861,730390,522820,92910,--,0,--,--,--,
应付债券(万元),6846482,5807552,3896706,3134166,793746,--,--,--,--,--,0,--,--,--,
长期应付款(万元),122769,113019,66693,47278,55107,60085,74100,5500,44500,--,0,--,--,--,
专项应付款(万元),12068,7127,4187,4507,5869,168561,166800,99269,86515,--,0,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期递延收益(万元),1541,1729,1172,590,238,--,--,--,--,--,0,--,--,--,
递延所得税负债(万元),17498,7361,691,719,903,935,1058,1083,2176,--,0,--,--,--,
其他非流动负债(万元),--,--,--,839,73,--,--,--,--,--,0,--,--,--,
非流动负债合计(万元),11879357,11240107,7676847,5217237,2915395,1178442,972348,628671,226101,0,0,--,--,--,
负债合计(万元),38412574,35499590,30483216,21187162,14299335,9656791,6413857,3823485,2357101,8896,6768,11144,16073,9938,
实收资本(或股本)(万元),301329,300325,295495,295495,264576,132288,132288,88192,58795,14532,14532,14532,14532,14532,
资本公积(万元),144204,235392,343731,588226,45914,2085,1586,1586,24306,16774,16774,16774,16774,16964,
减:库存股(万元),45606,64149,--,--,--,--,--,--,--,--,0,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
盈余公积(万元),191309,191309,150514,110285,97296,54281,37583,24934,21653,1260,1260,1260,1260,1260,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
未分配利润(万元),3884139,2836699,2019873,1417624,941463,790583,493586,316932,173885,-5097,-5318,-6065,-2183,1036,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,
归属于母公司股东权益合计(万元),5003627,4377650,3709502,2536091,1352679,979357,665042,431644,278639,27470,27249,26502,30384,33793,
少数股东权益(万元),2364994,1093943,3393753,1267079,1210321,760271,330482,64215,122245,--,0,74,351,250,
所有者权益(或股东权益)合计(万元),7368621,5471593,7103255,3803171,2563000,1739628,995524,495859,400883,27470,27249,26576,30735,34043,
负债和所有者权益(或股东权益)总计(万元),45781195,40971183,37586471,24990333,16862335,11396419,7409381,4319345,2757984,36366,34017,37720,46808,43980,		
